"Name","Year","Rating","Runtime","Genre","Number_of_Votes"
"Dev.D",2009,"8.0",144,"Comedy, Drama, Romance            ",30185
"Ip Man",2008,"8.0",106,"Action, Biography, Drama            ",219706
"My Name Is Khan",2010,"8.0",165,"Drama            ",104061
"Nefes: Vatan Sagolsun",2009,"8.0",128,"Action, Drama, Thriller            ",33203
"Slumdog Millionaire",2008,"8.0",120,"Drama, Romance            ",827242
"Black Swan",2010,"8.0",108,"Drama, Thriller            ",737098
"Tropa de Elite",2007,"8.0",115,"Action, Crime, Drama            ",102010
"The Avengers",2012,"8.0",143,"Action, Adventure, Sci-Fi            ",1336787
"Persepolis",2007,"8.0",96,"Animation, Biography, Drama            ",92990
"Dallas Buyers Club",2013,"8.0",117,"Biography, Drama            ",471359
"The Pursuit of Happyness",2006,"8.0",117,"Biography, Drama            ",486738
"Blood Diamond",2006,"8.0",143,"Adventure, Drama, Thriller            ",529773
"The Bourne Ultimatum",2007,"8.0",115,"Action, Mystery, Thriller            ",623057
"Bin-jip",2004,"8.0",88,"Crime, Drama, Romance            ",53948
"Sin City",2005,"8.0",124,"Crime, Thriller            ",755847
"Le scaphandre et le papillon",2007,"8.0",112,"Biography, Drama            ",106593
"Taegukgi hwinalrimyeo",2004,"8.0",140,"Action, Drama, War            ",39246
"Ratatouille",2007,"8.0",111,"Animation, Adventure, Comedy            ",685553
"Casino Royale",2006,"8.0",144,"Action, Adventure, Thriller            ",637191
"Kill Bill: Vol. 2",2004,"8.0",137,"Action, Crime, Thriller            ",727909
"Vozvrashchenie",2003,"8.0",110,"Drama            ",44823
"Bom yeoreum gaeul gyeoul geurigo bom",2003,"8.0",103,"Drama, Romance            ",81478
"Mar adentro",2004,"8.0",126,"Biography, Drama            ",80579
"Cinderella Man",2005,"8.0",144,"Biography, Drama, History            ",183774
"Mou gaan dou",2002,"8.0",101,"Action, Crime, Drama            ",122608
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,"8.0",143,"Action, Adventure, Fantasy            ",1061524
"Big Fish",2003,"8.0",125,"Adventure, Drama, Fantasy            ",432402
"The Incredibles",2004,"8.0",115,"Animation, Action, Adventure            ",694652
"Yeopgijeogin geunyeo",2001,"8.0",137,"Comedy, Drama, Romance            ",47404
"Dogville",2003,"8.0",178,"Crime, Drama            ",145473
"Vizontele",2001,"8.0",110,"Comedy, Drama            ",35880
"Donnie Darko",2001,"8.0",113,"Drama, Mystery, Sci-Fi            ",775169
"Magnolia",1999,"8.0",188,"Drama            ",304865
"Dancer in the Dark",2000,"8.0",140,"Crime, Drama, Musical            ",107560
"The Straight Story",1999,"8.0",112,"Biography, Drama            ",88408
"Pâfekuto burû",1997,"8.0",81,"Animation, Crime, Drama            ",69393
"Central do Brasil",1998,"8.0",110,"Drama            ",38820
"The Iron Giant",1999,"8.0",86,"Animation, Action, Adventure            ",184772
"Sling Blade",1996,"8.0",135,"Drama            ",92320
"Secrets & Lies",1996,"8.0",136,"Comedy, Drama            ",42052
"Twelve Monkeys",1995,"8.0",129,"Mystery, Sci-Fi, Thriller            ",603527
"Kôkaku Kidôtai",1995,"8.0",83,"Animation, Action, Crime            ",138489
"The Nightmare Before Christmas",1993,"8.0",76,"Animation, Family, Fantasy            ",323642
"Groundhog Day",1993,"8.0",101,"Comedy, Drama, Fantasy            ",604619
"Bound by Honor",1993,"8.0",180,"Crime, Drama            ",30606
"Scent of a Woman",1992,"8.0",156,"Drama            ",284746
"Aladdin",1992,"8.0",90,"Animation, Adventure, Comedy            ",394199
"JFK",1991,"8.0",189,"Drama, History, Thriller            ",151593
"Beauty and the Beast",1991,"8.0",84,"Animation, Family, Fantasy            ",434552
"Dances with Wolves",1990,"8.0",181,"Adventure, Drama, Western            ",255144
"Do the Right Thing",1989,"8.0",120,"Comedy, Drama            ",98835
"Rain Man",1988,"8.0",133,"Drama            ",497615
"Akira",1988,"8.0",124,"Animation, Action, Drama            ",178353
"Der Himmel über Berlin",1987,"8.0",128,"Drama, Fantasy, Romance            ",69207
"Au revoir les enfants",1987,"8.0",104,"Drama, War            ",33138
"Tenkû no shiro Rapyuta",1986,"8.0",125,"Animation, Adventure, Family            ",160797
"Sacrifice",1986,"8.0",149,"Drama            ",27311
"The Terminator",1984,"8.0",107,"Action, Sci-Fi            ",831311
"Pink Floyd: The Wall",1982,"8.0",95,"Drama, Fantasy, Music            ",79506
"Gandhi",1982,"8.0",191,"Biography, Drama            ",225592
"Kagemusha",1980,"8.0",180,"Drama, History, War            ",34895
"Being There",1979,"8.0",130,"Comedy, Drama            ",70951
"Annie Hall",1977,"8.0",93,"Comedy, Romance            ",260740
"All the President's Men",1976,"8.0",138,"Drama, History, Thriller            ",111752
"Jaws",1975,"8.0",124,"Adventure, Thriller            ",573462
"Dog Day Afternoon",1975,"8.0",125,"Biography, Crime, Drama            ",249692
"Young Frankenstein",1974,"8.0",106,"Comedy            ",154051
"Papillon",1973,"8.0",151,"Biography, Crime, Drama            ",127893
"The Exorcist",1973,"8.0",122,"Horror            ",384779
"Solaris",1972,"8.0",167,"Drama, Mystery, Sci-Fi            ",88485
"Sleuth",1972,"8.0",138,"Mystery, Thriller            ",47002
"The Last Picture Show",1971,"8.0",118,"Drama, Romance            ",46713
"Fiddler on the Roof",1971,"8.0",181,"Drama, Family, Musical            ",42521
"Il conformista",1970,"8.0",113,"Drama            ",29489
"Butch Cassidy and the Sundance Kid",1969,"8.0",110,"Biography, Crime, Drama            ",211547
"Rosemary's Baby",1968,"8.0",137,"Drama, Horror            ",208019
"Planet of the Apes",1968,"8.0",112,"Adventure, Sci-Fi            ",175149
"The Graduate",1967,"8.0",106,"Comedy, Drama, Romance            ",266769
"Who's Afraid of Virginia Woolf?",1966,"8.0",131,"Drama            ",73661
"The Sound of Music",1965,"8.0",172,"Biography, Drama, Family            ",221746
"Doctor Zhivago",1965,"8.0",197,"Drama, Romance, War            ",74666
"Per un pugno di dollari",1964,"8.0",99,"Action, Drama, Western            ",210642
"8½",1963,"8.0",138,"Drama            ",115315
"Vivre sa vie: Film en douze tableaux",1962,"8.0",80,"Drama            ",30725
"The Hustler",1961,"8.0",134,"Drama, Sport            ",80338
"La dolce vita",1960,"8.0",174,"Comedy, Drama            ",71208
"Rio Bravo",1959,"8.0",141,"Western            ",60562
"Anatomy of a Murder",1959,"8.0",161,"Drama, Mystery            ",64646
"Touch of Evil",1958,"8.0",95,"Crime, Drama, Film-Noir            ",102737
"Cat on a Hot Tin Roof",1958,"8.0",108,"Drama            ",48217
"Sweet Smell of Success",1957,"8.0",96,"Drama, Film-Noir            ",30820
"The Killing",1956,"8.0",84,"Crime, Drama, Film-Noir            ",87392
"The Night of the Hunter",1955,"8.0",92,"Crime, Drama, Film-Noir            ",87112
"La Strada",1954,"8.0",108,"Drama            ",61783
"Stalag 17",1953,"8.0",120,"Comedy, Drama, War            ",54838
"Roman Holiday",1953,"8.0",118,"Comedy, Romance            ",135307
"High Noon",1952,"8.0",85,"Drama, Thriller, Western            ",102196
"A Streetcar Named Desire",1951,"8.0",122,"Drama            ",105601
"Strangers on a Train",1951,"8.0",101,"Crime, Drama, Film-Noir            ",131137
"In a Lonely Place",1950,"8.0",94,"Drama, Film-Noir, Mystery            ",30277
"Kind Hearts and Coronets",1949,"8.0",106,"Comedy, Crime            ",36621
"Rope",1948,"8.0",80,"Crime, Drama, Mystery            ",139101
"Out of the Past",1947,"8.0",97,"Crime, Drama, Film-Noir            ",36029
"Notorious",1946,"8.0",102,"Drama, Film-Noir, Romance            ",98868
"Brief Encounter",1945,"8.0",86,"Drama, Romance            ",38911
"Laura",1944,"8.0",88,"Drama, Film-Noir, Mystery            ",46110
"Arsenic and Old Lace",1943,"8.0",118,"Comedy, Crime, Thriller            ",69569
"The Maltese Falcon",1941,"8.0",100,"Crime, Film-Noir, Mystery            ",155433
"The Wizard of Oz",1939,"8.0",102,"Adventure, Family, Fantasy            ",384911
"La règle du jeu",1939,"8.0",110,"Comedy, Drama            ",28387
"The Thin Man",1934,"8.0",91,"Comedy, Mystery            ",28849
"Bronenosets Potemkin",1925,"8.0",75,"Drama, History, Thriller            ",56450
"Knives Out",2019,"7.9",130,"Comedy, Crime, Drama            ",569995
"Manbiki kazoku",2018,"7.9",121,"Crime, Drama            ",72160
"Marriage Story",2019,"7.9",137,"Comedy, Drama, Romance            ",286601
"Hindi Medium",2017,"7.9",132,"Comedy, Drama            ",27134
"Call Me by Your Name",2017,"7.9",132,"Drama, Romance            ",249782
"I, Daniel Blake",2016,"7.9",100,"Drama            ",58293
"Hidden Figures",2016,"7.9",127,"Biography, Drama, History            ",218138
"Hunt for the Wilderpeople",2016,"7.9",101,"Adventure, Comedy, Drama            ",124502
"Captain Fantastic",2016,"7.9",118,"Comedy, Drama            ",210541
"Sing Street",2016,"7.9",106,"Comedy, Drama, Music            ",91041
"Thor: Ragnarok",2017,"7.9",130,"Action, Adventure, Comedy            ",677986
"Jojo Rabbit",2019,"7.9",108,"Comedy, Drama, War            ",357008
"Arrival",2016,"7.9",116,"Drama, Sci-Fi            ",658564
"Gully Boy",2019,"7.9",154,"Drama, Music, Romance            ",36993
"Before Midnight",2013,"7.9",109,"Drama, Romance            ",151877
"X-Men: Days of Future Past",2014,"7.9",132,"Action, Adventure, Sci-Fi            ",690103
"Bir Zamanlar Anadolu'da",2011,"7.9",157,"Crime, Drama            ",45359
"Bohemian Rhapsody",2018,"7.9",134,"Biography, Drama, Music            ",505407
"The Perks of Being a Wallflower",2012,"7.9",103,"Drama, Romance            ",491612
"The Artist",2011,"7.9",100,"Comedy, Drama, Romance            ",238119
"Edge of Tomorrow",2014,"7.9",113,"Action, Adventure, Sci-Fi            ",646239
"Amour",2012,"7.9",127,"Drama            ",98021
"Un prophète",2009,"7.9",155,"Crime, Drama            ",97309
"Låt den rätte komma in",2008,"7.9",114,"Action, Crime, Drama            ",212910
"District 9",2009,"7.9",112,"Action, Sci-Fi, Thriller            ",664378
"The Wrestler",2008,"7.9",109,"Drama, Sport            ",300004
"Jab We Met",2007,"7.9",138,"Comedy, Drama, Romance            ",51240
"Boyhood",2014,"7.9",165,"Drama            ",348141
"4 luni, 3 saptamâni si 2 zile",2007,"7.9",113,"Drama            ",59165
"Star Trek",2009,"7.9",127,"Action, Adventure, Sci-Fi            ",594909
"In Bruges",2008,"7.9",107,"Comedy, Crime, Drama            ",409625
"The Man from Earth",2007,"7.9",87,"Drama, Fantasy, Mystery            ",183265
"Letters from Iwo Jima",2006,"7.9",141,"Action, Adventure, Drama            ",160005
"The Fall",2006,"7.9",117,"Adventure, Drama, Fantasy            ",110770
"Life of Pi",2012,"7.9",127,"Adventure, Drama, Fantasy            ",610180
"Fantastic Mr. Fox",2009,"7.9",87,"Animation, Adventure, Comedy            ",220287
"C.R.A.Z.Y.",2005,"7.9",129,"Comedy, Drama            ",32546
"Les choristes",2004,"7.9",97,"Comedy, Drama, Music            ",60618
"Iron Man",2008,"7.9",126,"Action, Adventure, Sci-Fi            ",1011201
"Shaun of the Dead",2004,"7.9",99,"Comedy, Horror            ",540359
"Kal Ho Naa Ho",2003,"7.9",186,"Comedy, Drama, Musical            ",67280
"Gegen die Wand",2004,"7.9",121,"Drama, Romance            ",53455
"Mystic River",2003,"7.9",138,"Crime, Drama, Mystery            ",444610
"Harry Potter and the Prisoner of Azkaban",2004,"7.9",142,"Adventure, Family, Fantasy            ",603811
"Ying xiong",2002,"7.9",120,"Action, Adventure, Drama            ",179116
"Sennen joyû",2001,"7.9",87,"Animation, Drama, Fantasy            ",26613
"Hable con ella",2002,"7.9",112,"Drama, Mystery, Romance            ",110076
"No Man's Land",2001,"7.9",98,"Comedy, Drama, War            ",46497
"Cowboy Bebop: Tengoku no tobira",2001,"7.9",115,"Animation, Action, Crime            ",47148
"The Bourne Identity",2002,"7.9",119,"Action, Mystery, Thriller            ",533002
"Nueve reinas",2000,"7.9",114,"Crime, Drama, Thriller            ",51979
"Children of Men",2006,"7.9",109,"Action, Drama, Sci-Fi            ",487379
"Todo sobre mi madre",1999,"7.9",101,"Drama            ",94408
"Almost Famous",2000,"7.9",122,"Adventure, Comedy, Drama            ",269328
"Mulholland Dr.",2001,"7.9",147,"Drama, Mystery, Thriller            ",344050
"Shrek",2001,"7.9",90,"Animation, Adventure, Comedy            ",650490
"Toy Story 2",1999,"7.9",92,"Animation, Adventure, Comedy            ",558888
"Knockin' on Heaven's Door",1997,"7.9",87,"Action, Crime, Comedy            ",29562
"Boogie Nights",1997,"7.9",155,"Drama            ",255814
"Mimi wo sumaseba",1995,"7.9",111,"Animation, Drama, Family            ",59046
"Once Were Warriors",1994,"7.9",102,"Crime, Drama            ",33476
"True Romance",1993,"7.9",119,"Crime, Drama, Romance            ",220525
"Trois couleurs: Bleu",1993,"7.9",94,"Drama, Music, Mystery            ",98563
"Jûbê ninpûchô",1993,"7.9",94,"Animation, Action, Adventure            ",36536
"Carlito's Way",1993,"7.9",144,"Crime, Drama, Thriller            ",211999
"Edward Scissorhands",1990,"7.9",105,"Drama, Fantasy, Romance            ",471750
"My Left Foot: The Story of Christy Brown",1989,"7.9",103,"Biography, Drama            ",72526
"Majo no takkyûbin",1989,"7.9",103,"Animation, Family, Fantasy            ",137216
"Crimes and Misdemeanors",1989,"7.9",104,"Comedy, Drama            ",57150
"The Untouchables",1987,"7.9",119,"Crime, Drama, Thriller            ",299640
"Hannah and Her Sisters",1986,"7.9",107,"Comedy, Drama            ",70363
"Brazil",1985,"7.9",132,"Drama, Sci-Fi            ",197190
"This Is Spinal Tap",1984,"7.9",82,"Comedy, Music            ",136721
"A Christmas Story",1983,"7.9",93,"Comedy, Family            ",145589
"The Blues Brothers",1980,"7.9",133,"Action, Adventure, Comedy            ",193685
"Manhattan",1979,"7.9",96,"Comedy, Drama, Romance            ",137918
"All That Jazz",1979,"7.9",123,"Drama, Music, Musical            ",30652
"Dawn of the Dead",1978,"7.9",127,"Horror, Thriller            ",117723
"La montaña sagrada",1973,"7.9",114,"Adventure, Drama, Fantasy            ",41339
"Amarcord",1973,"7.9",123,"Comedy, Drama            ",42573
"Le charme discret de la bourgeoisie",1972,"7.9",102,"Comedy            ",41816
"Aguirre, der Zorn Gottes",1972,"7.9",95,"Action, Adventure, Biography            ",55769
"Harold and Maude",1971,"7.9",91,"Comedy, Drama, Romance            ",75882
"Patton",1970,"7.9",172,"Biography, Drama, War            ",100029
"The Wild Bunch",1969,"7.9",145,"Action, Adventure, Western            ",82691
"Night of the Living Dead",1968,"7.9",96,"Horror, Thriller            ",124539
"The Lion in Winter",1968,"7.9",134,"Biography, Drama, History            ",30897
"In the Heat of the Night",1967,"7.9",110,"Crime, Drama, Mystery            ",73488
"In Cold Blood",1967,"7.9",134,"Biography, Crime, Drama            ",26091
"Charade",1963,"7.9",113,"Comedy, Mystery, Romance            ",74686
"The Manchurian Candidate",1962,"7.9",126,"Drama, Thriller            ",74380
"Spartacus",1960,"7.9",197,"Adventure, Biography, Drama            ",131836
"Hiroshima mon amour",1959,"7.9",90,"Drama, Romance            ",30922
"The Ten Commandments",1956,"7.9",220,"Adventure, Drama, Family            ",68313
"The Searchers",1956,"7.9",119,"Adventure, Drama, Western            ",86673
"East of Eden",1955,"7.9",118,"Drama            ",44442
"The Big Heat",1953,"7.9",89,"Crime, Film-Noir, Thriller            ",26041
"Harvey",1950,"7.9",104,"Comedy, Drama, Fantasy            ",54715
"The Asphalt Jungle",1950,"7.9",112,"Crime, Drama, Film-Noir            ",26064
"Miracle on 34th Street",1947,"7.9",96,"Comedy, Drama, Family            ",47057
"The Big Sleep",1946,"7.9",114,"Crime, Film-Noir, Mystery            ",83839
"La belle et la bête",1946,"7.9",96,"Drama, Fantasy, Romance            ",25954
"The Lost Weekend",1945,"7.9",101,"Drama, Film-Noir            ",35987
"Sullivan's Travels",1941,"7.9",90,"Adventure, Comedy, Drama            ",25807
"The Philadelphia Story",1940,"7.9",112,"Comedy, Romance            ",67579
"His Girl Friday",1940,"7.9",92,"Comedy, Drama, Romance            ",57227
"Stagecoach",1939,"7.9",96,"Adventure, Drama, Western            ",47415
"Bringing Up Baby",1938,"7.9",102,"Comedy            ",60066
"The Adventures of Robin Hood",1938,"7.9",102,"Action, Adventure, Romance            ",50073
"A Night at the Opera",1935,"7.9",96,"Comedy, Music, Musical            ",32346
"King Kong",1933,"7.9",100,"Adventure, Horror, Sci-Fi            ",83675
"Freaks",1932,"7.9",64,"Drama, Horror            ",45113
"Nosferatu",1922,"7.9",94,"Fantasy, Horror            ",93995
"The Gentlemen",2019,"7.8",113,"Action, Comedy, Crime            ",301905
"Badla",2019,"7.8",118,"Crime, Drama, Mystery            ",26511
"Doragon bôru chô: Burorî",2018,"7.8",100,"Animation, Action, Adventure            ",25573
"Raazi",2018,"7.8",138,"Action, Drama, Thriller            ",29013
"Sound of Metal",2019,"7.8",120,"Drama, Music            ",114620
"Isle of Dogs",2018,"7.8",101,"Animation, Adventure, Comedy            ",159393
"Dunkirk",2017,"7.8",106,"Action, Drama, History            ",617010
"Perfetti sconosciuti",2016,"7.8",96,"Comedy, Drama            ",62884
"Paddington 2",2017,"7.8",103,"Adventure, Comedy, Family            ",71260
"Udta Punjab",2016,"7.8",148,"Action, Crime, Drama            ",29496
"Kubo and the Two Strings",2016,"7.8",101,"Animation, Action, Adventure            ",125573
"Manchester by the Sea",2016,"7.8",137,"Drama            ",268817
"Under sandet",2015,"7.8",100,"Drama, History, War            ",39691
"Rogue One",2016,"7.8",133,"Action, Adventure, Sci-Fi            ",595117
"West Side Story",2021,"7.8",156,"Crime, Drama, Musical            ",28205
"Captain America: Civil War",2016,"7.8",147,"Action, Adventure, Sci-Fi            ",737003
"The Hateful Eight",2015,"7.8",168,"Crime, Drama, Mystery            ",567934
"Little Women",2019,"7.8",135,"Drama, Romance            ",183065
"Loving Vincent",2017,"7.8",94,"Animation, Biography, Crime            ",55856
"Pride",2014,"7.8",119,"Biography, Comedy, Drama            ",55164
"Nightcrawler",2014,"7.8",117,"Crime, Drama, Thriller            ",511701
"Star Wars: Episode VII - The Force Awakens",2015,"7.8",138,"Action, Adventure, Sci-Fi            ",899278
"La grande bellezza",2013,"7.8",141,"Drama            ",87748
"The Lunchbox",2013,"7.8",104,"Drama, Romance            ",54454
"Vicky Donor",2012,"7.8",126,"Comedy, Romance            ",42275
"Big Hero 6",2014,"7.8",102,"Animation, Action, Adventure            ",440407
"Kai po che!",2013,"7.8",130,"Drama, Sport            ",36038
"About Time",2013,"7.8",123,"Comedy, Drama, Fantasy            ",331148
"English Vinglish",2012,"7.8",134,"Comedy, Drama, Family            ",35520
"Kaze tachinu",2013,"7.8",126,"Animation, Biography, Drama            ",81407
"La migliore offerta",2013,"7.8",131,"Crime, Drama, Mystery            ",115596
"Moonrise Kingdom",2012,"7.8",94,"Comedy, Drama, Romance            ",339569
"How to Train Your Dragon 2",2014,"7.8",102,"Animation, Action, Adventure            ",323073
"The Big Short",2015,"7.8",130,"Biography, Comedy, Drama            ",406861
"Ang-ma-reul bo-at-da",2010,"7.8",144,"Action, Crime, Drama            ",123696
"The Girl with the Dragon Tattoo",2011,"7.8",158,"Crime, Drama, Mystery            ",450095
"Captain Phillips",2013,"7.8",134,"Action, Biography, Crime            ",445534
"Ajeossi",2010,"7.8",119,"Action, Crime, Drama            ",67693
"Straight Outta Compton",2015,"7.8",147,"Biography, Drama, History            ",193503
"The Irishman",2019,"7.8",209,"Biography, Crime, Drama            ",363940
"Madeo",2009,"7.8",129,"Crime, Drama, Mystery            ",60700
"Chugyeokja",2008,"7.8",125,"Action, Crime, Drama            ",63901
"Moon",2009,"7.8",97,"Drama, Mystery, Sci-Fi            ",350387
"The Hobbit: The Desolation of Smaug",2013,"7.8",161,"Adventure, Fantasy            ",635212
"Das weiße Band - Eine deutsche Kindergeschichte",2009,"7.8",144,"Drama, History, Mystery            ",72197
"Män som hatar kvinnor",2009,"7.8",152,"Crime, Drama, Mystery            ",214490
"Skyfall",2012,"7.8",143,"Action, Adventure, Thriller            ",678381
"The Trial of the Chicago 7",2020,"7.8",129,"Drama, History, Thriller            ",166790
"The Fighter",2010,"7.8",116,"Action, Biography, Drama            ",356401
"Taken",2008,"7.8",90,"Action, Crime, Thriller            ",588317
"The Boy in the Striped Pyjamas",2008,"7.8",94,"Drama, History, War            ",208451
"Once",2007,"7.8",86,"Drama, Music, Romance            ",114883
"The Hobbit: An Unexpected Journey",2012,"7.8",169,"Adventure, Fantasy            ",795347
"Auf der anderen Seite",2007,"7.8",122,"Drama            ",31807
"Atonement",2007,"7.8",123,"Drama, Mystery, Romance            ",268715
"Drive",2011,"7.8",100,"Action, Drama            ",608474
"American Gangster",2007,"7.8",157,"Biography, Crime, Drama            ",414490
"Avatar",2009,"7.8",162,"Action, Adventure, Fantasy            ",1177890
"Mr. Nobody",2009,"7.8",141,"Drama, Fantasy, Romance            ",227752
"Apocalypto",2006,"7.8",139,"Action, Adventure, Drama            ",304555
"Little Miss Sunshine",2006,"7.8",101,"Comedy, Drama            ",462600
"Hot Fuzz",2007,"7.8",121,"Action, Comedy, Mystery            ",490398
"The Curious Case of Benjamin Button",2008,"7.8",166,"Drama, Fantasy, Romance            ",626725
"Veer-Zaara",2004,"7.8",192,"Drama, Family, Musical            ",51706
"Adams æbler",2005,"7.8",94,"Comedy, Crime, Drama            ",49438
"Pride & Prejudice",2005,"7.8",129,"Drama, Romance            ",281952
"The World's Fastest Indian",2005,"7.8",127,"Biography, Drama, Sport            ",53955
"Tôkyô goddofâzâzu",2003,"7.8",90,"Animation, Adventure, Comedy            ",37640
"Serenity",2005,"7.8",119,"Action, Adventure, Sci-Fi            ",291885
"Kung fu",2004,"7.8",99,"Action, Comedy, Fantasy            ",135213
"Walk the Line",2005,"7.8",136,"Biography, Drama, Music            ",244863
"Ondskan",2003,"7.8",113,"Drama            ",37659
"The Notebook",2004,"7.8",123,"Drama, Romance            ",551242
"Diarios de motocicleta",2004,"7.8",126,"Adventure, Biography, Drama            ",100010
"Lilja 4-ever",2002,"7.8",109,"Crime, Drama            ",44884
"Les triplettes de Belleville",2003,"7.8",80,"Animation, Comedy, Drama            ",53752
"Gongdong gyeongbi guyeok JSA",2000,"7.8",110,"Action, Drama, Thriller            ",29070
"The Count of Monte Cristo",2002,"7.8",131,"Action, Adventure, Drama            ",135141
"Waking Life",2001,"7.8",99,"Animation, Drama, Fantasy            ",63134
"Remember the Titans",2000,"7.8",113,"Biography, Drama, Sport            ",208814
"Wo hu cang long",2000,"7.8",120,"Action, Adventure, Drama            ",263730
"Cast Away",2000,"7.8",143,"Adventure, Drama, Romance            ",567543
"The Insider",1999,"7.8",157,"Biography, Drama, Thriller            ",167937
"October Sky",1999,"7.8",108,"Biography, Drama, Family            ",88393
"Titanic",1997,"7.8",194,"Drama, Romance            ",1119032
"Ta'm e guilass",1997,"7.8",95,"Drama            ",28764
"Gattaca",1997,"7.8",106,"Drama, Sci-Fi, Thriller            ",294503
"Breaking the Waves",1996,"7.8",159,"Drama            ",65573
"Ed Wood",1994,"7.8",127,"Biography, Comedy, Drama            ",172573
"Tombstone",1993,"7.8",130,"Action, Biography, Drama            ",140461
"The Sandlot",1993,"7.8",101,"Comedy, Drama, Family            ",87216
"The Remains of the Day",1993,"7.8",134,"Drama, Romance            ",71849
"Naked",1993,"7.8",131,"Comedy, Drama            ",38116
"The Fugitive",1993,"7.8",130,"Action, Crime, Drama            ",284715
"A Bronx Tale",1993,"7.8",121,"Crime, Drama            ",136652
"Batman: Mask of the Phantasm",1993,"7.8",76,"Animation, Action, Adventure            ",47741
"Lat sau san taam",1992,"7.8",128,"Action, Crime, Thriller            ",49386
"La double vie de Véronique",1991,"7.8",98,"Drama, Fantasy, Music            ",46883
"Boyz n the Hood",1991,"7.8",112,"Crime, Drama            ",135916
"Yume",1990,"7.8",119,"Drama, Fantasy            ",25770
"Misery",1990,"7.8",107,"Drama, Thriller            ",200268
"Awakenings",1990,"7.8",121,"Biography, Drama            ",136042
"Glory",1989,"7.8",122,"Biography, Drama, History            ",131781
"Dip huet seung hung",1989,"7.8",111,"Action, Crime, Drama            ",47613
"Back to the Future Part II",1989,"7.8",108,"Adventure, Comedy, Sci-Fi            ",511465
"Mississippi Burning",1988,"7.8",128,"Crime, Drama, History            ",97149
"Predator",1987,"7.8",107,"Action, Adventure, Horror            ",394817
"Ferris Bueller's Day Off",1986,"7.8",103,"Comedy            ",343344
"The Goonies",1985,"7.8",114,"Adventure, Comedy, Family            ",261673
"The Color Purple",1985,"7.8",154,"Drama            ",84089
"The Breakfast Club",1985,"7.8",97,"Comedy, Drama            ",380167
"The Killing Fields",1984,"7.8",141,"Biography, Drama, History            ",54579
"Ghostbusters",1984,"7.8",105,"Action, Comedy, Fantasy            ",397616
"The Right Stuff",1983,"7.8",193,"Adventure, Biography, Drama            ",60211
"The King of Comedy",1982,"7.8",109,"Comedy, Crime, Drama            ",98888
"E.T. the Extra-Terrestrial",1982,"7.8",115,"Adventure, Family, Sci-Fi            ",394479
"Kramer vs. Kramer",1979,"7.8",105,"Drama            ",141491
"Days of Heaven",1978,"7.8",94,"Drama, Romance            ",56694
"The Outlaw Josey Wales",1976,"7.8",135,"Western            ",71450
"The Man Who Would Be King",1975,"7.8",129,"Adventure, History, War            ",47929
"The Conversation",1974,"7.8",113,"Drama, Mystery, Thriller            ",108078
"La planète sauvage",1973,"7.8",72,"Animation, Sci-Fi            ",29384
"The Day of the Jackal",1973,"7.8",143,"Crime, Drama, Thriller            ",40005
"Badlands",1973,"7.8",94,"Action, Crime, Drama            ",71107
"Cabaret",1972,"7.8",124,"Drama, Music, Musical            ",53021
"Willy Wonka & the Chocolate Factory",1971,"7.8",100,"Family, Fantasy, Musical            ",193753
"Midnight Cowboy",1969,"7.8",113,"Drama            ",108259
"Wait Until Dark",1967,"7.8",108,"Thriller            ",29926
"Guess Who's Coming to Dinner",1967,"7.8",108,"Comedy, Drama            ",44094
"Bonnie and Clyde",1967,"7.8",111,"Action, Biography, Crime            ",109840
"Les parapluies de Cherbourg",1964,"7.8",91,"Drama, Musical, Romance            ",26576
"My Fair Lady",1964,"7.8",170,"Drama, Family, Musical            ",93100
"Mary Poppins",1964,"7.8",139,"Comedy, Family, Fantasy            ",167305
"The Longest Day",1962,"7.8",178,"Action, Drama, History            ",54615
"Jules et Jim",1962,"7.8",105,"Drama, Romance            ",40359
"The Innocents",1961,"7.8",100,"Horror            ",29570
"L'avventura",1960,"7.8",144,"Drama, Mystery, Romance            ",28826
"À bout de souffle",1960,"7.8",90,"Crime, Drama            ",78831
"The Quiet Man",1952,"7.8",129,"Comedy, Drama, Romance            ",37479
"The African Queen",1951,"7.8",105,"Adventure, Drama, Romance            ",77088
"Red River",1948,"7.8",133,"Drama, Western            ",30452
"Key Largo",1948,"7.8",100,"Action, Crime, Drama            ",39796
"To Have and Have Not",1944,"7.8",100,"Adventure, Comedy, Film-Noir            ",33686
"Gaslight",1944,"7.8",114,"Crime, Drama, Mystery            ",27462
"Shadow of a Doubt",1943,"7.8",108,"Film-Noir, Thriller            ",63831
"The Lady Vanishes",1938,"7.8",96,"Mystery, Thriller            ",51135
"Bride of Frankenstein",1935,"7.8",75,"Drama, Horror, Sci-Fi            ",46977
"Duck Soup",1933,"7.8",69,"Comedy, Musical            ",59323
"Frankenstein",1931,"7.8",70,"Drama, Horror, Sci-Fi            ",70288
"The Mitchells vs the Machines",2021,"7.7",113,"Animation, Adventure, Comedy            ",88419
"Roma",2018,"7.7",135,"Drama            ",152265
"God's Own Country",2017,"7.7",104,"Drama, Romance            ",29143
"Deadpool 2",2018,"7.7",119,"Action, Adventure, Comedy            ",539720
"Wind River",2017,"7.7",107,"Crime, Drama, Mystery            ",236646
"Forushande",2016,"7.7",124,"Drama            ",58476
